"","INSECT","STAGE_START","STAGE_END","NOTES","paint","days.after.paint","quad","exposure","treatment","exp.time","date","status","alive","knockdown","dead","unviable","living","julian","day"
"199","06H-5A-1-11","5","5","","5A",1,"1","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"200","06H-5A-1-12","AM","AM","","5A",1,"1","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"201","06H-5A-2-01","5","5","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-09-11,"D",0,0,1,1,0,16689,0
"202","06H-5A-2-02","5","5","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"203","06H-5A-2-03","5","5","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"204","06H-5A-2-04","5","5","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"205","06H-5A-2-05","5","5","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"206","06H-5A-2-06","4","4","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"207","06H-5A-2-07","AF","AF","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"208","06H-5A-2-08","5","5","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"209","06H-5A-2-09","5","5","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"210","06H-5A-2-10","5","5","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"211","06H-5A-2-11","AF","AF","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"212","06H-5A-2-12","5","5","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"213","06H-5A-3-01","AF","AF","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"214","06H-5A-3-02","5","5","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"215","06H-5A-3-03","5","5","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"216","06H-5A-3-04","AM","AM","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"217","06H-5A-3-05","AF","AF","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"218","06H-5A-3-06","AF","AF","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"219","06H-5A-3-07","5","5","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"220","06H-5A-3-08","AF","AF","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"221","06H-5A-3-09","5","5","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"222","06H-5A-3-10","AM","AM","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"223","06H-5A-3-11","4","4","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"224","06H-5A-3-12","4","4","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"225","06H-5A-4-01","5","5","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"226","06H-5A-4-02","5","5","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"227","06H-5A-4-03","AF","AF","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"228","06H-5A-4-04","AF","AF","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"229","06H-5A-4-05","5","5","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"230","06H-5A-4-06","AM","AM","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"231","06H-5A-4-07","AF","AF","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"232","06H-5A-4-08","AM","AM","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"233","06H-5A-4-09","5","5","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"234","06H-5A-4-10","AM","AM","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"235","06H-5A-4-11","AM","AM","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"236","06H-5A-4-12","5","5","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-09-11,"K",0,1,0,1,1,16689,0
"237","06H-CO-1-01","AF","AF","3 eggs on 9/18, end with 4, 1st instar","CO",1,"1","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"238","06H-CO-1-02","5","5","","CO",1,"1","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"239","06H-CO-1-03","5","5","","CO",1,"1","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"240","06H-CO-1-04","5","5","","CO",1,"1","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"241","06H-CO-1-05","5","5","","CO",1,"1","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"242","06H-CO-1-06","AF","AF","","CO",1,"1","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"243","06H-CO-1-07","5","5","","CO",1,"1","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"244","06H-CO-1-08","AF","AF","","CO",1,"1","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"245","06H-CO-1-09","4","4","","CO",1,"1","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"246","06H-CO-1-10","5","5","","CO",1,"1","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"247","06H-CO-1-11","5","5","","CO",1,"1","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"248","06H-CO-1-12","5","5","","CO",1,"1","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"249","06H-CO-2-01","AF","AF","","CO",1,"2","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"250","06H-CO-2-02","AF","AF","","CO",1,"2","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"251","06H-CO-2-03","5","5","","CO",1,"2","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"252","06H-CO-2-04","AM","AM","","CO",1,"2","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"253","06H-CO-2-05","4","4","","CO",1,"2","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"254","06H-CO-2-06","4","4","","CO",1,"2","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"255","06H-CO-2-07","AF","AF","4 eggs on 9/18, end 5 1st instars","CO",1,"2","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"256","06H-CO-2-08","AM","AM","","CO",1,"2","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"257","06H-CO-2-09","5","5","","CO",1,"2","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"258","06H-CO-2-10","5","5","","CO",1,"2","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"259","06H-CO-2-11","5","5","","CO",1,"2","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"260","06H-CO-2-12","5","5","","CO",1,"2","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"261","06H-CO-3-01","AF","AF","","CO",1,"3","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"262","06H-CO-3-02","AF","AF","","CO",1,"3","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"263","06H-CO-3-03","5","5","","CO",1,"3","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"264","06H-CO-3-04","AF","AF","","CO",1,"3","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"265","06H-CO-3-05","5","5","","CO",1,"3","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"266","06H-CO-3-06","4","4","","CO",1,"3","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"267","06H-CO-3-07","AM","AM","","CO",1,"3","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"268","06H-CO-3-08","AF","AF","","CO",1,"3","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"269","06H-CO-3-09","4","4","","CO",1,"3","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"270","06H-CO-3-10","5","AM","Molting on 9/18","CO",1,"3","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"271","06H-CO-3-11","5","5","","CO",1,"3","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"272","06H-CO-3-12","4","4","","CO",1,"3","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"273","06H-CO-4-01","AM","AM","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"274","06H-CO-4-02","5","5","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"275","06H-CO-4-03","5","5","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"276","06H-CO-4-04","5","5","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"277","06H-CO-4-05","5","5","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"278","06H-CO-4-06","4","4","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"279","06H-CO-4-07","5","5","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"280","06H-CO-4-08","5","5","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"281","06H-CO-4-09","5","5","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"282","06H-CO-4-10","4","4","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"283","06H-CO-4-11","5","5","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"284","06H-CO-4-12","AF","AF","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-11,"A",1,0,0,0,1,16689,0
"285","24H-CF-1-1","AF","AF","","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"286","24H-CF-1-2","AM","AM","","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"287","24H-CF-1-3","AF","AF","2, 1st instars","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"288","24H-CF-1-4","5","5","","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"289","24H-CF-1-5","4","4","","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"290","24H-CF-1-6","5","AM","molt 9/12","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"291","24H-CF-1-7","5","5","","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"292","24H-CF-1-8","5","5","","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"293","24H-CF-1-9","4","4","","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"294","24H-CF-1-10","AM","AM","","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"295","24H-CF-1-11","5","5","","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"296","24H-CF-1-12","4","5","10/2 observation simply doesn't make sense.","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"297","24H-CF-2-1","5","5","","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"298","24H-CF-2-2","AM","AM","","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"299","24H-CF-2-3","5","5","","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"300","24H-CF-2-4","AF","AF","","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"301","24H-CF-2-5","4","4","","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"302","24H-CF-2-6","AF","AF","NOTE ON 10/2 NOT CLEAR","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"303","24H-CF-2-7","4","4","","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"304","24H-CF-2-8","AF","AF","","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"305","24H-CF-2-9","4","4","","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"306","24H-CF-2-10","5","5","Died in molt","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"307","24H-CF-3-1","5","5","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"308","24H-CF-3-2","AF","AF","5 or 6, 1st instar on 9/18","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"309","24H-CF-3-3","5","5","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"310","24H-CF-3-4","4","4","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"311","24H-CF-3-5","4","4","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"312","24H-CF-3-6","5","5","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"313","24H-CF-3-7","AM","AM","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"314","24H-CF-3-8","5","5","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"315","24H-CF-3-9","5","5","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"316","24H-CF-3-10","AM","AM","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"317","24H-CF-3-11","5","5","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"318","24H-CF-3-12","AM","AM","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"319","24H-CF-4-1","AF","AF","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"320","24H-CF-4-2","5","5","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"321","24H-CF-4-3","5","5","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"322","24H-CF-4-4","5","5","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"323","24H-CF-4-5","AM","AM","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"324","24H-CF-4-6","5","5","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"325","24H-CF-4-7","4","4","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"326","24H-CF-4-8","5","5","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"327","24H-CF-4-9","5","5","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"328","24H-CF-4-10","AF","AF","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"329","24H-CF-4-11","AM","AM","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"330","24H-CF-4-12","5","5","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"331","24H-5A-1-1","5","5","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"332","24H-5A-1-2","AM","AM","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"333","24H-5A-1-3","AM","AM","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"334","24H-5A-1-4","5","5","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"335","24H-5A-1-5","4","4","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"336","24H-5A-1-6","AM","AM","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"337","24H-5A-1-7","5","5","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"338","24H-5A-1-8","5","5","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"339","24H-5A-1-9","5","5","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"340","24H-5A-1-10","5","5","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"341","24H-5A-1-11","4","4","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"342","24H-5A-1-12","AM","AM","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"343","24H-5A-2-1","5","5","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"344","24H-5A-2-2","4","4","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"345","24H-5A-2-3","AF","AF","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"346","24H-5A-2-4","5","5","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"347","24H-5A-2-5","AF","AF","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"348","24H-5A-2-6","5","5","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"349","24H-5A-2-7","AF","AF","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"350","24H-5A-2-8","5","5","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"351","24H-5A-2-9","AM","AM","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"352","24H-5A-2-10","5","5","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"353","24H-5A-2-11","4","4","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"354","24H-5A-2-12","5","5","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"355","24H-5A-3-1","AM","AM","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"356","24H-5A-3-2","5","5","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"357","24H-5A-3-3","5","5","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"358","24H-5A-3-4","AM","AM","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"359","24H-5A-3-5","4","4","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"360","24H-5A-3-6","4","4","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"361","24H-5A-3-7","4","4","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"362","24H-5A-3-8","AM","AM","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"363","24H-5A-3-9","AF","AF","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"364","24H-5A-3-10","5","5","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"365","24H-5A-3-11","AF","AF","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"366","24H-5A-3-12","5","5","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"367","24H-5A-4-1","5","5","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"368","24H-5A-4-2","5","5","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"369","24H-5A-4-3","AF","AF","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"370","24H-5A-4-4","AF","AF","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"371","24H-5A-4-5","AM","AM","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"372","24H-5A-4-6","AF","AF","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"373","24H-5A-4-7","AM","AM","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"374","24H-5A-4-8","5","5","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"375","24H-5A-4-9","5","5","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"376","24H-5A-4-10","AF","AF","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"377","24H-5A-4-11","AF","AF","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"378","24H-5A-4-12","AM","AM","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"379","24H-CO-1-1","5","5","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"380","24H-CO-1-2","AF","AF","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"381","24H-CO-1-3","AF","AF","laid egg to1st instar 9/25","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"382","24H-CO-1-4","AM","AM","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"383","24H-CO-1-5","5","5","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"384","24H-CO-1-6","4","4","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"385","24H-CO-1-7","4","4","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"386","24H-CO-1-8","4","4","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"387","24H-CO-1-9","4","4","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"388","24H-CO-1-10","4","4","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"389","24H-CO-1-11","5","5","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"390","24H-CO-1-12","4","4","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"391","24H-CO-2-1","AM","AM","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"392","24H-CO-2-2","5","5","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"393","24H-CO-2-3","5","5","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"394","24H-CO-2-4","5","5","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"395","24H-CO-2-5","5","5","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"396","24H-CO-2-6","AF","AF","1, 1st instarat 9/25","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"397","24H-CO-2-7","4","4","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"398","24H-CO-2-8","AM","AM","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"399","24H-CO-2-9","5","5","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
"400","24H-CO-2-10","4","4","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-11,"",0,0,0,0,0,16689,0
